,App,Category,Rating,Reviews,Size,Installs,Price,Content.Rating,Current.Ver
8832,DS - xR,BUSINESS,0,2,1.4,10,0,Everyone,1
8833,DS-Students,FAMILY,4.8,5,8.4,100,0,Everyone,2
8834,DS Thermometer,WEATHER,3.7,631,3,100000,0,Everyone,2.2
8835,PhotoFrame for Synology DS,PHOTOGRAPHY,4,1,2.6,10,4.99,Everyone,1.5
8836,Deep Sleep Battery Saver,TOOLS,4.1,22032,3.7,1000000,0,Everyone,5.1
8837,Draft Simulator for FUT 18,SPORTS,4.6,162933,100,5000000,0,Everyone,25.7
8838,DS Flashlight,TOOLS,4,127,5.8,10000,0,Everyone,1.31
8839,DS-82 form,BUSINESS,0,1,28,100,0,Everyone,1.7.7
8840,dt Pro,FINANCE,4.8,4,4.5,1000,0,Everyone,3.1
8841,DT,LIFESTYLE,0,0,8.9,100,0,Everyone,7.2.2
8842,DT Manager,PRODUCTIVITY,4,9,3.1,500,0,Everyone,1.7
8843,Real Sheet ?? Pathfinder + DT,FAMILY,3.5,2,22,50,2.99,Everyone,1.1
8844,DT-CAM,FAMILY,0,6,9.9,1000,0,Everyone,1.3
8845,DT Fieldlink,BUSINESS,3,2,49,500,0,Everyone,2.1.1
8846,DT Driving Test Theory,FAMILY,4.6,477,1.6,10000,0,Everyone,1.1
8847,DT Smart,TOOLS,1.6,39,8.9,1000,0,Everyone,1.1.4
8848,Truck Simulator DT 3D,FAMILY,3.8,110,22,5000,0,Everyone,1.0.6
8849,DT Baby Cam,TOOLS,1.7,10,23,500,0,Everyone,3
8850,Bloons TD 5,FAMILY,4.6,190086,94,1000000,2.99,Everyone,3.16
8851,WPBS-DT,FAMILY,5,3,6.3,500,0,Everyone,4.1.1
8852,ReadyOp DT,COMMUNICATION,4.6,8,1.1,1000,0,Everyone,1.0.56
8853,Soccer Manager 2018,SPORTS,4.4,63779,95,1000000,0,Everyone,1.5.6
8854,Online Soccer Manager (OSM),SPORTS,4.5,1312936,21,10000000,0,Everyone,3.4.06
8855,DT-VR,FAMILY,3.8,25,9.5,1000,0,Everyone,1.2
8856,Dt Tracking,AUTO_AND_VEHICLES,4,4,24,100,0,Everyone,0.2
8857,DT Simple Interval Timer,SPORTS,4.1,10,1.5,1000,0,Everyone,1.01
8858,DT Health,MEDICAL,0,1,24,10,0,Everyone,2.0.0
8859,DT CLOTHINGS,SHOPPING,5,1,7.9,10,0,Everyone,1.0.1
8860,PAY DT,BUSINESS,0,0,5.3,1,0,Everyone,1.1.0
8861,Test Application DT 02,ART_AND_DESIGN,0,0,1.2,0,0,Everyone,4
8862,Eat Right Diet (by Dt Shreya's Family Diet Clinic),HEALTH_AND_FITNESS,0,0,12,10,0,Everyone,1.0.7
8863,DT Practice,BUSINESS,0,6,5.7,500,0,Everyone,1.1.0
8864,Dt. Jyothi Srinivas,HEALTH_AND_FITNESS,5,18,13,100,0,Everyone,1.0.6
8865,DT future1 cam,TOOLS,1,1,24,50,0,Everyone,3.1
8866,DT Freight,PRODUCTIVITY,0,0,54,1,0,Everyone,8
8867,Johor DT Lock Screen,PERSONALIZATION,0,13,3.9,1000,0,Everyone,1.1
8870,Wheelie Challenge,GAME,4.6,137338,51,5000000,0,Everyone,1.44
8871,DT NO.I,HEALTH_AND_FITNESS,2.4,44,49,1000,0,Everyone,V1.0.1
8872,DT Technologies,SHOPPING,0,0,1.3,10,0,Everyone,1.1
8873,DTPay,SHOPPING,4.5,18,0.994,1000,0,Everyone,0.8.2
8874,"""i DT"" Fútbol. Todos Somos Técnicos.",SPORTS,0,27,3.6,500,0,Everyone,0.22
8875,MasterDT,SPORTS,0,24,4.1,100,0,Everyone,4.1
8876,Top Soccer Manager,SPORTS,4.4,199739,66,10000000,0,Everyone,1.18.8
8877,The Secret Daily Teachings,LIFESTYLE,4.3,206,32,1000,4.99,Everyone,14
8878,Spring flowers theme couleurs d t space,ART_AND_DESIGN,5,1,2.9,100,0,Everyone,1.0.2
8879,Soccer Board Tactics,SPORTS,4.1,6231,8.9,100000,0,Everyone,10.36
8880,Dirt Trackin Sprint Cars,GAME,3.8,499,47,10000,3.99,Everyone,1.0.13
8881,senior easy phone,PERSONALIZATION,3.9,168,2.1,50000,0,Teen,1
8882,dt.se,NEWS_AND_MAGAZINES,3.1,124,12,10000,0,Everyone,4.9.0
8883,WhatsVPN - Unlimited Free VPN,TOOLS,4.7,24985,7.8,500000,0,Everyone,2.2.927
8884,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15,100000000,0,Everyone,3.1.2
8885,du app,LIFESTYLE,3.5,7578,25,1000000,0,Everyone,3.98
8886,DU Battery Saver - Battery Charger & Battery Life,TOOLS,4.5,13479633,14,100000000,0,Everyone,4.8.7.8
8887,DU Antivirus Security - Applock & Privacy Guard,TOOLS,4.6,436615,10,10000000,0,Everyone,3.3.1
8888,DU Cleaner ??Memory cleaner & clean phone cache,TOOLS,4.5,465831,8.9,10000000,0,Everyone,1.5.9.9
8889,DU Launcher - Boost Your Phone,PERSONALIZATION,4.5,67707,4.8,1000000,0,Everyone,1.8.0.4
8890,DU Security,TOOLS,4.4,4847,3.2,100000,0,Everyone,3.0.0.2071
8891,DU Browser?�Browse fast & fun,COMMUNICATION,4.3,1133539,4.7,10000000,0,Everyone,6.4.0.4
8893,DU Browser Mini(Small&Fast),TOOLS,4.2,20941,2,1000000,0,Everyone,1.12.23
8894,Caller ID & Call Block - DU Caller,COMMUNICATION,4.6,93930,14,5000000,0,Everyone,4.0.8
8895,Lock Screen - DU Locker & Lock screen wallpaper,TOOLS,4.5,5174,4.7,100000,0,Everyone,2.0.0
8896,du View,FAMILY,3.8,935,22,50000,0,Teen,6.4.1
8897,DU Emoji Keyboard（Simeji�?TOOLS,TOOLS,4.3,19234,14,50000,0,Everyone,4.03
8898,"DU GIF Maker: GIF Maker, Video to GIF & GIF Editor",PHOTOGRAPHY,4.6,7605,4.3,500000,0,Everyone,1.2.2.2
8900,Upgrade for Android DU Master,TOOLS,3.6,12993,5.2,1000000,0,Everyone,1.3.0
8901,Modern: DU Launcher Theme,PERSONALIZATION,4.2,868,0.309,50000,0,Everyone,1.1
8902,Weather Forecast Pro,WEATHER,4.7,14051,8.7,100000,3.99,Everyone,8.5
8903,Night: DU Launcher Theme,PERSONALIZATION,4.3,1419,0.485,50000,0,Everyone,1.1
8904,DU Collage Maker - Photo Collage & Grid & Layout,PHOTOGRAPHY,4.7,4595,2.5,100000,0,Everyone,1.4.0
8905,Du Chinese ??Mandarin Lessons,FAMILY,4.8,3390,9.2,100000,0,Everyone,1.5.0
8906,Portes du Soleil,SPORTS,3.1,500,39,50000,0,Everyone,10.012
8907,Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96,100000,0,Teen,11.0.2
8909,Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,4.5,313,6.9,50000,0,Everyone,0.7
8910,La citadelle du musulman,BOOKS_AND_REFERENCE,4.5,314,9.8,50000,0,Everyone,2.1
8911,Voyance du pyromancien,FAMILY,0,22,16,5000,0,Everyone,1.0.3
8912,Clean My Android,PRODUCTIVITY,4.7,101163,6.2,5000000,0,Everyone,1.4.5.2
8913,Citation du Jour - Motivation,FAMILY,4.1,321,0.914,100000,0,Everyone,1
8914,La Poupée du Voyant,FAMILY,4.4,265,8.2,50000,0,Everyone,1.0.0
8916,APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,1048766,13,10000000,0,Everyone,2.6.28
8917,Officiel du SCRABBLE LAROUSSE,BOOKS_AND_REFERENCE,3.4,116,48,5000,4.6,Everyone,1.4
8918,Proverbes du monde,FAMILY,0,38,2.8,10000,0,Everyone,1.1.2.0
8920,iSmart DV,VIDEO_PLAYERS,3.6,5692,31,1000000,0,Everyone,R1.4.14.B1.4
8921,dv Prompter,VIDEO_PLAYERS,3.7,321,1.3,50000,0,Everyone,1.2.9
8922,Sports DV,LIFESTYLE,2.1,86,29,10000,0,Everyone,3.0.3
8923,Live DV,PHOTOGRAPHY,2,16,17,1000,0,Everyone,1.0.6
8924,Mini DV,AUTO_AND_VEHICLES,3.5,12,19,5000,0,Everyone,1.27
8925,DV-2019 Results,FAMILY,4.3,158,2.6,10000,0,Everyone,17
8926,AKASO DV,TOOLS,2.4,99,71,10000,0,Everyone,V1.0.9
8927,DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2.6,10000,0,Everyone,3
8928,Selfie DV,TOOLS,2.8,29,14,1000,0,Everyone,2.3.26
8929,DV-4036 by Somikon,PHOTOGRAPHY,0,17,44,1000,0,Everyone,0.0.5
8930,DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5.1,10000,0,Everyone,2.0.0
8931,Touch DV,PHOTOGRAPHY,0,1,11,50,0,Everyone,10.4
8932,Porch DV,HOUSE_AND_HOME,2.8,5,13,1000,0,Everyone,1
8933,DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6,50000,0,Everyone,6.0.0
8934,SDV Cam,TOOLS,3.2,67,65,10000,0,Everyone,1.0.8
8935,XDV,PHOTOGRAPHY,3.1,6827,8.7,1000000,0,Everyone,1.9.5
8936,WiFi Action Camera,SPORTS,2.4,551,0.903,100000,0,Everyone,1.4
8937,DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25,100,0,Everyone,1.002
8938,DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4,5000,0,Everyone,1.1
8939,DV Lottery Photo Tool,PHOTOGRAPHY,4,223,1.7,50000,0,Everyone,1.06
8940,iCam - Webcam Video Streaming,TOOLS,3.7,770,2.4,10000,4.99,Everyone,1.6.7
8941,DV KING 4K,PHOTOGRAPHY,2.3,3,8.5,100,0,Everyone,1.0.10
8942,Wifi Action Camera,PHOTOGRAPHY,2.9,118,26,50000,0,Everyone,1.3.5
8943,US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2,10000,0,Everyone,1.02
8944,DV-2019 PHOTO TOOL,FAMILY,4.3,21,2.5,1000,0,Everyone,5
8945,DV ASSIST,FAMILY,5,1,18,100,0,Everyone,1
8946,4K Ultra Camera,PHOTOGRAPHY,4.2,382,2.9,100000,0,Everyone,39.272.12
8947,DV Lottery Simulator,FAMILY,4.6,13,1.3,1000,0,Everyone,1.1
8948,U.S.A DV Lottery Process,FAMILY,4.5,8,1.7,1000,0,Everyone,1
8949,DV Statistics,SOCIAL,4.2,6,2.7,100,0,Everyone,1.2
8950,DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,0.608,1000,0,Everyone,1.09
8951,MelifeCam-M,VIDEO_PLAYERS,3.5,81,22,10000,0,Everyone,R1.3.21.3
8952,DV-2019 UK/British,FAMILY,4.6,166,4.2,5000,0,Everyone,3
8953,GoPlus Cam,VIDEO_PLAYERS,3.5,3484,41,500000,0,Everyone,3.0.1
8954,GoAction,VIDEO_PLAYERS,3.6,1522,65,100000,0,Everyone,V1.5.3
8955,DV Portfolio,TOOLS,0,0,16,50,0,Everyone,1
8956,DV Youth,LIFESTYLE,5,5,15,100,0,Everyone,1.2
8957,DV KING,PHOTOGRAPHY,3,2,9.3,100,0,Everyone,1.0.0
8958,DV - Digito Verificador,TOOLS,0,2,4.2,500,0,Everyone,1
8959,DV Web Design Tips,PRODUCTIVITY,0,1,5.1,10,0,Teen,1.0.0
8960,DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,8.9,10000,0,Everyone,1.0.2
8961,4K VIDEO PLAYER ULTRA HD,VIDEO_PLAYERS,3.7,20,24,5000,0,Everyone,7
8962,US DV Lottery 2019,TRAVEL_AND_LOCAL,4.6,14,4,1000,0,Everyone,1
8964,Hotel Insanity,GAME,4.2,3816,31,100000,0,Teen,1
8965,SportCAM,TOOLS,3.2,427,9.5,100000,0,Everyone,1.7.6
8966,SportLook,PHOTOGRAPHY,2.5,1283,8.2,100000,0,Everyone,1.2.7
8967,DW - Breaking World News,NEWS_AND_MAGAZINES,4.4,17671,17,1000000,0,Everyone 10+,2.3.10
8968,"DW Learn German - A1, A2, B1 and placement test",FAMILY,4.3,902,1.8,100000,0,Everyone,1
8970,DW Spectrum??IPVMS Mobile,BUSINESS,4,44,30,10000,0,Everyone,18.1.18164
8971,DW Amharic by AudioNow Digital,NEWS_AND_MAGAZINES,4.5,322,31,10000,0,Everyone,4.0.9
8972,DW VMAX,TOOLS,3.4,843,8.5,100000,0,Everyone,3.7.1
8973,News: DW Español,NEWS_AND_MAGAZINES,4.3,25,6.3,1000,0,Everyone,1
8974,DW Contacts & Phone & Dialer,COMMUNICATION,4.3,21186,10,1000000,0,Everyone,Varies with device
8975,DW,NEWS_AND_MAGAZINES,0,0,4.8,10000,0,Everyone 10+,1.0.5
8976,DW Arabic By dw-arab.com,NEWS_AND_MAGAZINES,4.3,386,6,50000,0,Everyone,3.2
8977,DW Espanol,NEWS_AND_MAGAZINES,0,0,5.8,100,0,Everyone,1
8978,News :DW Bangali,NEWS_AND_MAGAZINES,0,1,6.3,10,0,Everyone,1
8979,Learn German: Die Bienenretter,FAMILY,4,25,79,5000,0,Everyone,1.0.5
8980,News: DW Hausa,NEWS_AND_MAGAZINES,4.9,9,6.3,1000,0,Everyone,1
8981,DW Spectrum??IP VMS,BUSINESS,3.4,102,2.4,10000,0,Everyone,2.5.0-prod
8982,DW Audio,FAMILY,4.9,38,5,1000,0,Everyone,0.9.0
8983,DW Contacts widget,TOOLS,4.3,56,2,1000,0.99,Everyone,1.1.0.0
8984,DW ?ارس? By dw-arab.com,NEWS_AND_MAGAZINES,4.7,11,4.4,1000,0,Everyone,1.0.0
8985,German Listening,FAMILY,4.8,18298,8,500000,0,Everyone,2.94
8987,DW Event,EVENTS,4.3,9,39,1000,0,Everyone,2.32.2
8988,DW Witness,BUSINESS,4,6,3.5,500,0,Everyone,1.1.2
8989,Fahrschule DW,FAMILY,0,5,3.9,1000,0,Everyone,1.2
8990,Downvids Helper - One touch DW,VIDEO_PLAYERS,3.5,197,9.8,10000,0,Everyone,1
8991,DW Tech Tools,BUSINESS,0,1,5.9,100,0,Everyone,26.1
8992,DW Security,BUSINESS,5,6,15,100,0,Everyone,69.1
8993,News: RFI Hausa,NEWS_AND_MAGAZINES,4.7,10,6.3,1000,0,Everyone,1
8994,ZAK DW,BUSINESS,0,0,3,10,0,Teen,1
8995,DW Contacts Wear,TOOLS,4.2,37,2.2,5000,0,Everyone,0.0.0.2
8996,Hausa Radio,NEWS_AND_MAGAZINES,4.4,3375,4.2,100000,0,Everyone,4.1
8997,Digi Dex for DW Next Order @PS4,TOOLS,4.2,155,16,10000,0,Everyone,1.3
8998,DW Timer,TOOLS,5,9,1.5,100,0,Everyone,1
9000,RETRO Shocked DW-6000,PERSONALIZATION,5,13,0.5,100,1.49,Everyone,1.2
9001,VMAX IP Plus Mobile Client,BUSINESS,2,9,3.4,1000,0,Everyone,1.1.12
9002,Rose Gold DW Watch Theme,PERSONALIZATION,0,1,3.3,100,0,Everyone,1.1.1
9003,DW Maps,TRAVEL_AND_LOCAL,3.7,35,13,10000,0,Everyone,1.9
9004,DW Uninstall Applications,TOOLS,0,0,2.5,10,0,Everyone,1
9005,Bodyworks DW,HEALTH_AND_FITNESS,0,0,10,10,0,Everyone,4.2.2
9006,DW Cleaner,TOOLS,0,7,3,500,0,Everyone,1.7
9007,DW Missed call cleaner patch,TOOLS,3.9,65,0.54,5000,0,Everyone,1.4
9008,Swahili Radio,NEWS_AND_MAGAZINES,4.5,171,4.8,10000,0,Everyone,3
9009,Black Classic DW Watch Theme,PERSONALIZATION,0,1,2.9,100,0,Everyone,1.1.1
9010,White Classic Petite Watch Theme for DW,LIFESTYLE,0,2,3,500,0,Everyone,1.1.1
9011,D.W Bien Être,HEALTH_AND_FITNESS,0,0,40,10,0,Everyone,1
9012,DX,SHOPPING,3.1,6697,11,500000,0,Everyone,4.2.1
9013,Direct Express®,FINANCE,4.5,6156,6.6,500000,0,Everyone,1.0.10
9014,Retro City Rampage DX,GAME,4.7,416,16,10000,2.99,Teen,1.0.5
9016,PORTABLE SOCCER DX,SPORTS,4.4,552,1.6,5000,1,Everyone,3.4
9017,Across Age DX,FAMILY,3.8,5964,48,500000,0,Teen,1.1.0
9018,ZOOKEEPER DX TouchEdition,FAMILY,4.2,3195,4.6,100000,0.99,Everyone,1.2.7
9019,Ham DX Cluster & Spots Finder,COMMUNICATION,4.5,115,2.8,5000,0,Everyone,1.4.4
9021,DX Alerts,LIFESTYLE,4.5,22,23,1000,0,Everyone,2
9022,Piczle Lines DX,FAMILY,4.6,281,26,5000,0,Everyone,1.4.6
9023,PORTABLE SOCCER DX Lite,SPORTS,4.2,15068,2.5,1000000,0,Everyone,3.4
9024,DX Spots Free,TOOLS,4.5,46,24,1000,0,Everyone,2.0.402
9025,3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,FAMILY,4.2,449,56,10000,0,Teen,1.5
9026,Bubble Shooter DX,FAMILY,4.2,636,4,100000,0,Everyone,1.21
9027,DX Alert,TOOLS,4.1,27,2.5,1000,0,Everyone,1.131
9028,Age of Procreation DX,FAMILY,4.3,1894,40,100000,0,Mature 17+,1.441
9029,Chronolink DX,FAMILY,5,7,73,10,0.99,Everyone,1.2
9030,DX Simulation for OOO Dx Belt,FAMILY,4.6,67,31,10000,0,Everyone,1.7
9032,Tricky Bike Stunt Rider DX,FAMILY,4.4,16,45,500,0,Everyone,1.1.1
9033,DX Gashacon Sword for Ex-Aid Henshin,FAMILY,0,17,42,1000,0,Everyone,1
9034,DX Simulation Belt for Build henshin,FAMILY,4.5,182,39,10000,0,Everyone,2
9035,Active Soccer 2 DX,SPORTS,3.6,28,48,500,2.99,Everyone,1.0.3
9036,DX Simulation for Kabuto Henshin Belt 2018,FAMILY,4.6,14,7.2,5000,0,Everyone,1.5
9037,DX Simulation for Decade Henshin Belt 2018,FAMILY,0,23,10,5000,0,Everyone,1.6
9038,Elemental Galaxy Dx - Match3,FAMILY,4,127,14,10000,0,Everyone,1.0.9
9039,DX Simulation for Double Dx Henshin Belt 2018,FAMILY,4.6,33,11,5000,0,Everyone,1.5
9040,Mircules DX Cluster Lite,COMMUNICATION,4.5,51,21,5000,0,Everyone,3
9041,DX Simulation Belt for Decade henshin,FAMILY,4.5,64,32,5000,0,Everyone,3
9042,Chronolink DX Lite,FAMILY,0,2,47,10,0,Everyone,1
9044,Bubble Shooter DX AdFree,FAMILY,0,1,2.1,50,2.99,Everyone,1.02
9045,Human Dx,MEDICAL,4.8,6,16,500,0,Everyone,Human Dx
9046,Santa's Monster Shootout DX,GAME,5,4,33,50,1.99,Teen,1.05
9047,DX Glow - Clock Widget,PERSONALIZATION,4.4,5,3.4,50,0.99,Everyone,2
9048,iCluster - The DX-Cluster database,COMMUNICATION,0,0,17,10,0.99,Everyone,1.7
9049,MBU DX Cluster,TOOLS,4,5,1.6,500,0,Everyone,0.0.1
9050,Dress Up RagazzA13 DX,FAMILY,3.5,13,42,100,0.99,Everyone,1.0.5
9051,Cloud DX Connected Health,HEALTH_AND_FITNESS,5,6,11,100,0,Everyone,1.7.10713 (281)
9052,DX Simulation for X-aid Dx Belt,FAMILY,4,35,48,5000,0,Everyone,1.6
9053,Unstoppaball DX,FAMILY,4.2,5,40,50,1.49,Everyone,1.7
9055,Sokoban Land DX,FAMILY,3.9,46,20,10000,2.99,Everyone,1.0.6
9056,Multiple Sclerosis Dx & Mgmt.,MEDICAL,4.5,131,60,10000,0,Everyone,5
9057,Dx Ludo,FAMILY,3.6,215,2.6,50000,0,Everyone,1
9058,My Dy Dice - 3D Dice Roller,LIFESTYLE,4.2,9,22,100,0,Everyone,1.01
9059,Dy So Exam,FAMILY,3,6,3.2,1000,0,Everyone,1
9061,Dr. D. Y. Patil Vidyapeeth GBS,FAMILY,4,3,5.3,100,0,Everyone,1.0.1702140017
9062,edp re:dy smarthome,TOOLS,3.4,30,22,5000,0,Everyone,1.2.2
9063,KPS CHAUHAN DY/DX,FAMILY,4.9,37,10,100,0,Everyone,1.0.32.1
9064,DY Fitness,HEALTH_AND_FITNESS,0,0,43,10,0,Everyone,4.4.1
9065,dy n fly,LIFESTYLE,0,1,4.8,50,0,Everyone,1.0.3
9066,Cnady Selfie : You Can Dy Snap Camera,PERSONALIZATION,0,8,20,1000,0,Everyone,2.6
9067,junainfo.dy.fi,TRAVEL_AND_LOCAL,0,8,1.9,100,0,Everyone,0.0.9
9068,DY TECHNICAL GYAN,BUSINESS,4,2,3.3,10,0,Everyone,1.1.0
9069,JONACK (D Story Teller),FAMILY,4.4,152,1.2,10000,0,Everyone,1
9070,American Sniper City Fight Shooting Assassin,GAME,4.1,395,54,50000,0,Teen,1.4
9071,Guardians of Ancora,FAMILY,4.4,969,26,50000,0,Everyone,2.9.1
9073,Displaying You VR,PHOTOGRAPHY,0,1,67,50,0,Everyone,3.0.6.2
9074,Cute Dolphin Keyboard,PERSONALIZATION,4.5,237,6.4,10000,0,Everyone,1.279.13.93
9075,Truck Transport Raw Material,FAMILY,4.2,632,50,100000,0,Everyone,1.4
9076,Hidden Camera Detector,TOOLS,3.9,167,2.5,10000,0,Everyone,1
9077,DYPhyzio-Physiology Forum,FAMILY,0,4,1.3,100,0,Everyone,1.1
9078,Street Skater 3D,GAME,3.6,120852,21,10000000,0,Teen,1.1
9079,DYPSOET,FAMILY,5,8,7.4,50,0,Everyone,1.0.2
9080,Triceratops - Dino Robot,FAMILY,4.4,3032,30,1000000,0,Everyone,1.2.3
9081,Differential Equations Steps,FAMILY,3.6,1185,3.9,100000,0,Everyone,5.3.0
9082,Dz Dinars Numbers to letters,PRODUCTIVITY,4.7,2807,9.8,100000,0,Everyone,0.74 11.12.2016
9083,dz NEWS Algerie,NEWS_AND_MAGAZINES,4.2,2318,4.5,100000,0,Everyone,2.3
9084,Siyaha Dz,TRAVEL_AND_LOCAL,4.5,289,9.8,10000,0,Everyone,2.6.3
9085,CCP DZ : Fill out a check | Number in letters DZD,FINANCE,4.7,642,3.2,10000,0,Everyone,2018-04-27
9086,DZ Puzzle,FAMILY,0,14,47,10,0.99,Everyone,1.2
9087,DZ Mobile Market,SHOPPING,0,59,6,10000,0,Everyone,1.0.3-DzMobile
9088,3G DZ Configuration,COMMUNICATION,4.3,488,2.5,50000,0,Everyone,6.2.3
9089,3G/4G Config Dz,TOOLS,4.2,2058,2.3,100000,0,Everyone,3.0.2
9091,amm dz,FINANCE,0,0,14,1,5.99,Everyone,1
9092,IRIS : Customer Service - DZ Algeria,TRAVEL_AND_LOCAL,4.7,57,7,1000,0,Everyone,18-Mar
9093,Numbers Into Words,PRODUCTIVITY,4.4,457,0.562,50000,0,Everyone,1.2
9094,Dz kayas,FINANCE,0,0,14,1,28.99,Everyone,1
9095,Météo Algérie DZ,WEATHER,4.1,1238,4.7,100000,0,Everyone,1.1.6
9096,DZ Popup Video Player,VIDEO_PLAYERS,4.5,83,4.5,5000,0,Everyone,4.6
9097,DZ PROMOS - Promotions & Sale Alerts in Algeria,SHOPPING,4.1,331,10,50000,0,Everyone,2.51
9098,JNews DZ - Algerian Newspapers,NEWS_AND_MAGAZINES,4,146,3,10000,0,Everyone,2.4
9099,DZ-JOKER,GAME,0,6,18,100,0,Everyone,1
9100,Super ball DZ,GAME,0,24,32,1000,0,Teen,1.0.4
9101,Ouedkniss,SHOPPING,4.3,10355,0.847,1000000,0,Teen,1.5.1
9102,Files To SD Card Pro,TOOLS,4.2,994,2.8,100000,0,Everyone,6.0.0
9103,News Dz,SOCIAL,0,3,9.9,10,0,Everyone,1
9104,My Ooredoo Algeria,TOOLS,4.2,3606,17,100000,0,Everyone,1.22.1
9105,Currency Exchange DZ,FINANCE,0,4,2.5,1000,0,Everyone,1
9106,PHARMAGUIDE (DZ),HEALTH_AND_FITNESS,4.1,131,3.4,5000,0,Everyone,1.06
9107,?عبة ت?در تربح DZ,FAMILY,4.2,238,6.8,10000,0,Everyone,6.0.0.0
9108,DEM DZ,HEALTH_AND_FITNESS,0,2,0.957,100,0,Teen,1
9109,chat dz,COMMUNICATION,5,8,29,100,0,Teen,1
9110,Devise Dz,FINANCE,4,26,3.6,1000,0,Everyone,1.0.0
9112,Ludo Dz,GAME,4.5,17,28,500,0,Everyone,1
9113,ONEC DZ,FAMILY,0,40,3.1,1000,0,Everyone,4
9114,Agent HQ for The Division,FAMILY,4.1,1060,2.5,100000,0,Everyone,0.35
9115,DZ Urgences,FAMILY,0,16,1.6,500,0,Everyone,2
9116,infirmiers,MEDICAL,4.7,125,23,10000,0,Everyone,12
9117,DZ sim,TOOLS,4.4,417,15,10000,0,Everyone,3
9118,Tuberculose Dz,MEDICAL,4.9,26,6.1,1000,0,Everyone,1.0.7
9119,DZ Fly Algérie Horaire Vols,TRAVEL_AND_LOCAL,3.6,114,10,10000,0,Everyone,2
9120,3G to 4G Converter - Simulator,TOOLS,4.2,268,2.4,10000,0,Everyone,3.0.0
9121,dekoreko-dz,SHOPPING,0,16,4.6,500,0,Everyone,1.0.0
9122,ChangeDA - Cours du DZD sur le marché parallèle,FINANCE,4.4,188,3.3,10000,0,Everyone,2.5
9123,dz press,NEWS_AND_MAGAZINES,0,30,10,1000,0,Everyone,1.8
9124,Tunisian Dinar: Exchange rate,FINANCE,4.5,625,3.8,10000,0,Everyone,2.1
9125,love sms good morning,COMMUNICATION,4.2,10,3.1,5000,0,Everyone,1
9126,Dz Camera,TOOLS,0,1,33,10,0,Everyone,1
9127,quran-DZ,SOCIAL,0,0,6.2,10,0,Teen,1.1
9128,DZ Blagues,FAMILY,4.2,580,2.1,10000,0,Everyone,1.3
9129,DZ Register,PRODUCTIVITY,0,0,18,1,0,Everyone,1.0.6
9130,EA SPORTS UFC®,SPORTS,4.5,2371338,37,50000000,0,Teen,1.9.3097721
9131,NBA LIVE Mobile Basketball,SPORTS,4.4,1690802,58,50000000,0,Everyone,2.3.1
9132,Need for Speed??No Limits,GAME,4.4,3344300,22,50000000,0,Everyone 10+,2.12.1
9133,Real Racing 3,FAMILY,4.5,354454,71,10000000,0,Everyone,6.4.0
9135,EA SPORTS??FIFA 18 Companion,SPORTS,3.9,282727,63,10000000,0,Everyone,18.0.5.172734
9136,The Simpsons?? Tapped Out,FAMILY,4.3,636995,49,10000000,0,Teen,4.34.0
9137,Plants vs. Zombies??2,FAMILY,4.4,567632,15,10000000,0,Everyone 10+,6.8.1
9139,Star Wars?? Galaxy of Heroes,FAMILY,4.5,1461698,67,10000000,0,Everyone 10+,0.12.334385
9140,Dungeon Keeper,FAMILY,4,69574,45,500000,0,Everyone 10+,1.8.91
9141,Lost Journey (Dreamsky),GAME,4.5,32344,29,1000000,0.99,Everyone,1.3.12
9142,TETRIS,FAMILY,4,199808,57,10000000,0,Everyone,3.0.10
9144,NBA JAM by EA SPORTS??FAMILY,FAMILY,4.3,56444,43,500000,0,Everyone,2.3
9145,EA Plus,TRAVEL_AND_LOCAL,2.5,12,12,1000,0,Everyone,1.4
9146,TETRIS Blitz,FAMILY,4.4,201631,96,5000000,0,Everyone,4.4.4
9147,POGO Games,FAMILY,3.8,32600,26,1000000,0,Everyone,1.4.10
9148,SW Battlefront Companion,FAMILY,4.4,93870,79,1000000,0,Everyone,1.0.6
9149,Bejeweled Blitz,FAMILY,4.2,222664,98,10000000,0,Everyone,2.6.0.125
9150,Peggle Blast,GAME,4.1,166251,19,5000000,0,Everyone,2.16.0
9151,Heroes of Dragon Age,GAME,4.2,70389,28,1000000,0,Teen,5.3.1
9152,SCRABBLE,GAME,3.9,172281,50,5000000,0,Everyone,5.27.0.729
9153,Asphalt Xtreme: Rally Racing,GAME,4.5,567984,39,10000000,0,Everyone,1.7.3b
9154,FIFA 16 Soccer,SPORTS,4.1,820577,30,10000000,0,Everyone,3.3.118003
